사용월,호선명,역ID,지하철역,20승차,20하차,21승차,21하차,22승차,22하차,23승차,23하차,00승차,00하차
Aug-21,8호선,546,수진,3036,6828,2396,6963,1598,5456,400,2455,1,62
Aug-21,8호선,547,모란,3459,2760,3517,3003,2355,2414,503,928,1,124
Aug-21,9호선,607,개화,1587,2203,1738,1477,423,1323,117,607,0,57
Aug-21,9호선,608,김포공항,15034,8326,14656,3316,6755,2124,1327,994,9,237
Aug-21,9호선,609,공항시장,1911,5610,1633,4733,979,4211,280,2056,1,26
Aug-21,9호선,610,신방화,3730,10748,2969,9156,2290,8003,564,3266,1,50
Aug-21,9호선,611,마곡나루(서울식물원),12198,13381,12034,11749,7293,10349,1588,4485,7,225
Aug-21,9호선,612,양천향교,5697,13742,4999,11829,3296,10474,751,4953,0,79
Aug-21,9호선,613,가양,11945,28555,10223,27181,6094,21788,1146,8752,0,487
Aug-21,9호선,614,증미,5030,7975,4618,6919,2275,5156,538,2536,0,0
Aug-21,9호선,615,등촌,6250,17401,5393,13163,3561,11628,807,5100,0,0
Aug-21,9호선,616,염창,8049,31895,6924,26093,4437,23543,1003,9083,0,65
Aug-21,9호선,617,신목동,1558,5054,1396,5126,1336,4344,272,1588,1,15
Aug-21,9호선,618,선유도,6503,7327,5335,6469,3631,5164,936,2093,0,0
Aug-21,9호선,619,당산,15252,25251,14818,23234,9777,19727,2267,8290,3,140
Aug-21,9호선,620,국회의사당,17032,2686,14176,2304,7510,1925,1518,788,0,2
Aug-21,9호선,621,여의도,40663,6788,27664,5812,12852,4738,2039,1603,0,118
Aug-21,9호선,622,샛강,6354,2974,6020,2329,3811,2118,807,938,0,11
Aug-21,9호선,623,노량진,24101,31535,33555,31082,32728,25234,2224,11014,2,386
Aug-21,9호선,624,노들,2483,6242,2199,5685,1747,4302,475,1950,0,1
Aug-21,9호선,625,흑석(중앙대입구),5802,9603,5394,8083,4405,7182,819,2912,0,1
Aug-21,9호선,626,동작(현충원),1346,1788,1163,1740,888,1466,235,627,2,433
Aug-21,9호선,627,구반포,2550,2020,1999,1835,1444,1920,180,783,0,16
Aug-21,9호선,628,신반포,2823,2695,2627,2350,1797,2153,352,916,0,1
Aug-21,9호선,629,고속터미널,20381,13714,15809,11805,12478,9626,2659,3227,1,4
Aug-21,9호선,630,사평,2408,3908,1687,3527,1611,3412,220,1136,0,1
Aug-21,9호선,631,신논현,49845,19878,53332,17124,33885,12674,4532,6109,0,396
Aug-21,공항철도 1호선,645,서울역,9914,6222,12009,5798,7492,3943,2759,1433,1,731
Aug-21,공항철도 1호선,646,공덕,2500,2895,2377,2822,1521,2726,363,1142,26,405
Aug-21,공항철도 1호선,647,홍대입구,20463,6540,23057,6018,16272,5562,3053,2965,140,628
Aug-21,공항철도 1호선,648,디지털미디어시티,14973,7179,12537,6489,7960,5168,1782,2405,109,671
Aug-21,공항철도 1호선,649,마곡나루(서울식물원),7082,4807,5818,4388,3382,4053,954,1603,116,1163
Aug-21,공항철도 1호선,650,김포공항,22754,4356,25390,1815,18321,1373,3965,691,46,247
Aug-21,공항철도 1호선,651,계양,2945,18534,2582,17592,1616,14659,518,7077,64,1407
Aug-21,공항철도 1호선,652,검암,3164,11605,2661,10722,1622,9774,496,5043,92,1470
Aug-21,공항철도 1호선,653,청라국제도시,3384,10806,2863,9212,2444,8496,548,3827,68,872
Aug-21,공항철도 1호선,654,운서,5433,11403,4856,9858,3124,9561,736,5064,58,1177
Aug-21,공항철도 1호선,655,공항화물청사,2406,1486,2703,918,2411,244,598,156,1,29
Aug-21,공항철도 1호선,656,인천공항1터미널,5566,2889,5281,1912,3232,1095,663,613,2,281
Aug-21,공항철도 1호선,657,인천공항2터미널,3006,998,2478,1143,1217,495,341,281,0,187
Aug-21,공항철도 1호선,658,영종,2126,5286,1814,4960,1231,4012,367,2783,47,636
Aug-21,9호선2~3단계,632,언주,12028,5592,10044,5234,7245,4028,1358,1634,0,101
Aug-21,9호선2~3단계,633,선정릉,12515,5681,10814,5478,8167,4282,1297,1671,0,24
Aug-21,9호선2~3단계,634,삼성중앙,7740,3880,6898,3185,4090,2561,644,1206,0,3
Aug-21,9호선2~3단계,635,봉은사,26210,5491,21611,4995,10791,3580,1173,1269,0,0
Aug-21,9호선2~3단계,636,종합운동장,4219,4644,4769,4282,3258,3330,554,1244,0,6
Aug-21,9호선2~3단계,637,삼전,4581,10440,4135,10430,3733,8633,699,4364,0,139
Aug-21,9호선2~3단계,638,석촌고분,4125,9984,4131,8769,2911,6401,458,2964,0,12
Aug-21,9호선2~3단계,639,석촌,7000,10739,7553,10353,5803,9013,857,2978,2,31
Aug-21,9호선2~3단계,640,송파나루,5264,5657,5455,5454,3681,5085,436,2036,0,62
Aug-21,9호선2~3단계,641,한성백제,2134,3038,1835,2691,1451,2402,252,1241,0,26
Aug-21,9호선2~3단계,642,올림픽공원(한국체대),4779,8240,4661,7466,2750,7491,498,2099,0,76
Aug-21,9호선2~3단계,643,둔촌오륜,411,1125,357,1052,195,1178,51,404,0,16
Aug-21,9호선2~3단계,644,중앙보훈병원,3084,10911,2409,10863,1965,10069,397,2424,0,266
Aug-21,우이신설선,702,북한산우이,1984,2653,1171,2405,780,1909,221,709,0,77
Aug-21,우이신설선,703,솔밭공원,919,4013,645,3223,529,2515,205,1272,0,12
Aug-21,우이신설선,704,4.19민주묘지,1677,3920,1197,3199,728,2476,190,1282,0,3
Aug-21,우이신설선,705,가오리,1794,6488,1212,5696,852,4267,167,2108,0,8
Aug-21,우이신설선,706,화계,1547,4820,1141,4008,684,3012,234,1430,5,10
Aug-21,우이신설선,707,삼양,1007,2862,747,2610,405,1746,144,726,0,1
Aug-21,우이신설선,708,삼양사거리,1492,3094,1190,2523,744,1548,223,947,1,1
Aug-21,우이신설선,709,솔샘,1741,9586,1475,8504,1061,6860,270,2408,0,0
Aug-21,우이신설선,710,북한산보국문,2911,9656,2513,8208,1763,6714,682,2631,1,3
Aug-21,우이신설선,711,정릉,2235,6049,1734,5136,1178,3639,343,1583,0,0
Aug-21,우이신설선,712,성신여대입구(돈암),4298,2612,5127,2045,3637,1614,534,690,0,2
Aug-21,우이신설선,713,보문,1267,1435,1074,1240,873,978,276,402,0,9
Aug-21,우이신설선,714,신설동,2369,766,2211,658,1455,580,317,450,0,100
